NAME,TEAM,SITE,POSITION,PASS_YARDS,PASS_TD,INTERCEPTIONS,RUSH_YARDS,RUSH_TD,REC_YARDS,REC_TD,FUM_TD,TWO_PT,FUM_LOST
Alfred Blue,HOU,ESPN.com,RB,0,0,0,159.6,1,62,0.4,0,0,0
Chris Moore,BAL,ESPN.com,WR,0,0,0,26.6,0.1,157.5,0.8,0,0,0
Jalen Richard,OAK,ESPN.com,RB,0,0,0,88.5,0.5,101.5,0.4,0,0,0
Wayne Gallman,NYG,ESPN.com,RB,0,0,0,79.8,0.5,94.7,0.4,0,0,0
J'Mon Moore,GB,ESPN.com,WR,0,0,0,0,0,159.4,1.3,0,0,0
Braxton Miller,HOU,ESPN.com,WR,0,0,0,14,0.1,137,1.3,0,0,0
Stephen Anderson,HOU,ESPN.com,TE,0,0,0,0,0,147.4,1.4,0,0,0
Chad Hansen,NYJ,ESPN.com,WR,0,0,0,0,0,165.8,0.8,0,0,0
Chris Herndon IV,NYJ,ESPN.com,TE,0,0,0,0,0,146.8,1,0,0,0
Kenny Britt,NE,ESPN.com,WR,0,0,0,0,0,159.5,1.3,0,0,0
Nick O'Leary,BUF,ESPN.com,TE,0,0,0,0,0,163,0.8,0,0,0
Boston Scott,NO,ESPN.com,RB,0,0,0,115.9,1.1,64.1,0.3,0,0,0
Ryan Switzer,OAK,ESPN.com,WR,0,0,0,0,0,137.4,0.8,0,0,0
James Conner,PIT,ESPN.com,RB,0,0,0,199.9,1.5,17.2,0.1,0,0,0
Torrey Smith,CAR,ESPN.com,WR,0,0,0,0,0,162.8,1,0,0,0
Kalen Ballage,MIA,ESPN.com,RB,0,0,0,114.7,0.7,66.9,0.3,0,0,0
T.J. Logan,ARI,ESPN.com,RB,0,0,0,109.3,0.5,68.7,0.2,0,0,0
Cordarrelle Patterson,NE,ESPN.com,WR,0,0,0,137,0.5,52.2,0.4,0,0,0
Jakeem Grant,MIA,ESPN.com,WR,0,0,0,11.4,0,136.2,0.6,0,0,0
Damien Williams,KC,ESPN.com,RB,0,0,0,42.7,0.4,95.3,0.5,0,0,0
Rod Smith,DAL,ESPN.com,RB,0,0,0,140.1,1.4,34.6,0.1,0,0,0
Tyler Boyd,CIN,ESPN.com,WR,0,0,0,0,0,137.3,0.7,0,0,0
Sean Culkin,LAC,ESPN.com,TE,0,0,0,0,0,119.7,1.2,0,0,0
Tre'Quan Smith,NO,ESPN.com,WR,0,0,0,0,0,139.4,1,0,0,0
Chad Williams,ARI,ESPN.com,WR,0,0,0,23.6,0.1,125.5,0.6,0,0,0
Mack Hollins,PHI,ESPN.com,WR,0,0,0,0,0,144.4,0.7,0,0,0
Rhett Ellison,NYG,ESPN.com,TE,0,0,0,0,0,112.7,0.8,0,0,0
Cody Latimer,NYG,ESPN.com,WR,0,0,0,0,0,133.9,0.8,0,0,0
Daurice Fountain,IND,ESPN.com,WR,0,0,0,0,0,128.3,1,0,0,0
Lee Smith,OAK,ESPN.com,TE,0,0,0,0,0,100.8,0.9,0,0,0
Nick Boyle,BAL,ESPN.com,TE,0,0,0,0,0,106,0.7,0,0,0
Marquez Valdes-Scantling,GB,ESPN.com,WR,0,0,0,0,0,119.6,1,0,0,0
Seth DeValve,CLE,ESPN.com,TE,0,0,0,0,0,113.3,0.9,0,0,0
DaeSean Hamilton,DEN,ESPN.com,WR,0,0,0,0,0,126.9,0.7,0,0,0
Kevin White,CHI,ESPN.com,WR,0,0,0,11.2,0.1,117,0.7,0,0,0
Robert Turbin,IND,ESPN.com,RB,0,0,0,89.6,0.7,54.7,0.3,0,0,0
Clive Walford,NYJ,ESPN.com,TE,0,0,0,0,0,115.2,0.8,0,0,0
Laquon Treadwell,MIN,ESPN.com,WR,0,0,0,0,0,123.7,0.8,0,0,0
Josh Hill,NO,ESPN.com,TE,0,0,0,0,0,94.2,1.1,0,0,0
Lamar Jackson,BAL,ESPN.com,QB,251.1,1.4,0.9,84.2,0.6,0,0,0,0,0
Malcolm Mitchell,NE,ESPN.com,WR,0,0,0,0,0,111.8,0.8,0,0,0
Marcedes Lewis,GB,ESPN.com,TE,0,0,0,0,0,93.6,1.3,0,0,0
David Morgan,MIN,ESPN.com,TE,0,0,0,0,0,99,0.9,0,0,0
J.D. McKissic,SEA,ESPN.com,RB,0,0,0,47.3,0.3,64.1,0.3,0,0,0
Tyler Ervin,HOU,ESPN.com,WR,0,0,0,111.9,0.4,37.3,0.3,0,0,0
Dwayne Allen,NE,ESPN.com,TE,0,0,0,0,0,82,0.8,0,0,0
Antonio Callaway,CLE,ESPN.com,WR,0,0,0,0,0,90.8,0.6,0,0,0
Jaylen Samuels,PIT,ESPN.com,RB,0,0,0,77.7,0.7,34.4,0.2,0,0,0
Aaron Ripkowski,GB,ESPN.com,RB,0,0,0,15.7,0.1,69,0.5,0,0,0
Justin Hardy,ATL,ESPN.com,WR,0,0,0,0,0,79.5,0.6,0,0,0
Levine Toilolo,DET,ESPN.com,TE,0,0,0,0,0,75.2,0.8,0,0,0
Kendrick Bourne,SF,ESPN.com,WR,0,0,0,0,0,95.2,0.6,0,0,0
Justin Hunter,PIT,ESPN.com,WR,0,0,0,0,0,91,0.8,0,0,0
Troy Fumagalli,DEN,ESPN.com,TE,0,0,0,0,0,81.1,0.6,0,0,0
A.J. Derby,MIA,ESPN.com,TE,0,0,0,0,0,81.7,0.6,0,0,0
Ito Smith,ATL,ESPN.com,RB,0,0,0,70.7,0.6,32.2,0.1,0,0,0
Durham Smythe,MIA,ESPN.com,TE,0,0,0,0,0,78.1,0.6,0,0,0
Justin Jackson,LAC,ESPN.com,RB,0,0,0,111.8,0.6,17.1,0.1,0,0,0
Russell Shepard,NYG,ESPN.com,WR,0,0,0,0,0,86.5,0.5,0,0,0
Logan Paulsen,ATL,ESPN.com,TE,0,0,0,0,0,71.3,0.7,0,0,0
Jordan Akins,HOU,ESPN.com,TE,0,0,0,0,0,71.5,0.7,0,0,0
Equanimeous St. Brown,GB,ESPN.com,WR,0,0,0,0,0,79.7,0.6,0,0,0
Niles Paul,JAX,ESPN.com,TE,0,0,0,0,0,80.9,0.5,0,0,0
Mark Walton,CIN,ESPN.com,RB,0,0,0,106.9,0.5,16,0.1,0,0,0
Geoff Swaim,DAL,ESPN.com,TE,0,0,0,0,0,69.8,0.6,0,0,0
Dalton Schultz,DAL,ESPN.com,TE,0,0,0,0,0,69.8,0.6,0,0,0
Jaleel Scott,BAL,ESPN.com,WR,0,0,0,0,0,80.1,0.4,0,0,0
Samaje Perine,WSH,ESPN.com,RB,0,0,0,57.4,0.4,35.4,0.1,0,0,0
Patrick DiMarco,BUF,ESPN.com,RB,0,0,0,6.6,0.1,61.6,0.3,0,0,0
Benny Cunningham,CHI,ESPN.com,RB,0,0,0,52.6,0.4,36.9,0.1,0,0,0
Marcus Johnson,SEA,ESPN.com,WR,0,0,0,0,0,72.7,0.6,0,0,0
Logan Thomas,BUF,ESPN.com,TE,0,0,0,0,0,70.8,0.4,0,0,0
Demarcus Robinson,KC,ESPN.com,WR,0,0,0,0,0,72.8,0.5,0,0,0
Deonte Thompson,DAL,ESPN.com,WR,0,0,0,0,0,78.2,0.4,0,0,0
Andre Holmes,BUF,ESPN.com,WR,0,0,0,0,0,71.6,0.5,0,0,0
David Williams,DEN,ESPN.com,RB,0,0,0,48.6,0.3,34.8,0.1,0,0,0
Tommy Bohanon,JAX,ESPN.com,RB,0,0,0,17.8,0.2,49.6,0.2,0,0,0
Mike Gillislee,NE,ESPN.com,RB,0,0,0,96.5,0.9,0,0,0,0,0
Kenjon Barner,CAR,ESPN.com,RB,0,0,0,54.6,0.4,27.3,0.1,0,0,0
Dion Sims,CHI,ESPN.com,TE,0,0,0,0,0,58,0.5,0,0,0
Teddy Bridgewater,NYJ,ESPN.com,QB,223.3,1.2,1,15.2,0.1,0,0,0,0,0
Andy Janovich,DEN,ESPN.com,RB,0,0,0,27.4,0.4,34.8,0.2,0,0,0
Joshua Bellamy,CHI,ESPN.com,WR,0,0,0,0,0,65.4,0.3,0,0,0
Will Dissly,SEA,ESPN.com,TE,0,0,0,0,0,52.3,0.5,0,0,0
Ian Thomas,CAR,ESPN.com,TE,0,0,0,0,0,54.7,0.4,0,0,0
Keith Smith,OAK,ESPN.com,RB,0,0,0,19.5,0.3,32.2,0.2,0,0,0
Rod Streater,BUF,ESPN.com,WR,0,0,0,0,0,62.4,0.2,0,0,0
Jacquizz Rodgers,TB,ESPN.com,RB,0,0,0,54.1,0.3,16.1,0.1,0,0,0
Zach Line,NO,ESPN.com,RB,0,0,0,15.8,0.2,33.9,0.3,0,0,0
Tajae Sharpe,TEN,ESPN.com,WR,0,0,0,0,0,57,0.3,0,0,0
Malcolm Brown,LAR,ESPN.com,RB,0,0,0,82.2,0.6,0,0,0,0,0
ArDarius Stewart,NYJ,ESPN.com,WR,0,0,0,24.2,0.1,40.8,0.2,0,0,0
Erik Swoope,IND,ESPN.com,TE,0,0,0,0,0,56.3,0.4,0,0,0
Pharoh Cooper,LAR,ESPN.com,WR,0,0,0,0,0,34.5,0.2,0,0,0
Jamize Olawale,DAL,ESPN.com,RB,0,0,0,17.2,0.2,35.6,0.2,0,0,0
Michael Burton,CHI,ESPN.com,RB,0,0,0,11.9,0.2,33.4,0.2,0,0,0
Terrance West,NO,ESPN.com,RB,0,0,0,59.8,0.7,4.3,0,0,0,0
De'Anthony Thomas,KC,ESPN.com,WR,0,0,0,11.2,0.1,33.6,0.2,0,0,0
Brandon Coleman,NO,ESPN.com,WR,0,0,0,0,0,47.8,0.4,0,0,0
Anthony Sherman,KC,ESPN.com,RB,0,0,0,13.8,0.2,30.7,0.2,0,0,0
Michael Hoomanawanui,NO,ESPN.com,TE,0,0,0,0,0,41,0.4,0,0,0
Bruce Ellington,HOU,ESPN.com,WR,0,0,0,13.4,0.1,37.7,0.3,0,0,0
Ameer Abdullah,DET,ESPN.com,RB,0,0,0,41.7,0.2,16.9,0.1,0,0,0
Jerell Adams,NYG,ESPN.com,TE,0,0,0,0,0,40.6,0.3,0,0,0
Cole Hikutini,SF,ESPN.com,TE,0,0,0,0,0,41.7,0.3,0,0,0
James Develin,NE,ESPN.com,RB,0,0,0,0,0,36.7,0.3,0,0,0
Richard Rodgers,PHI,ESPN.com,TE,0,0,0,0,0,39.3,0.3,0,0,0
Tyler Conklin,MIN,ESPN.com,TE,0,0,0,0,0,39.6,0.4,0,0,0
Josh Malone,CIN,ESPN.com,WR,0,0,0,11.5,0,38.3,0.2,0,0,0
MarQueis Gray,MIA,ESPN.com,TE,0,0,0,0,0,42.1,0.3,0,0,0
Marvin Hall,ATL,ESPN.com,WR,0,0,0,0,0,39.1,0.3,0,0,0
Lance Kendricks,GB,ESPN.com,TE,0,0,0,0,0,35.8,0.4,0,0,0
Eric Saubert,ATL,ESPN.com,TE,0,0,0,0,0,37.5,0.3,0,0,0
Derek Carrier,OAK,ESPN.com,TE,0,0,0,0,0,37.6,0.3,0,0,0
Jaydon Mickens,JAX,ESPN.com,WR,0,0,0,0,0,38.4,0.2,0,0,0
Dylan Cantrell,LAC,ESPN.com,WR,0,0,0,0,0,41.6,0.3,0,0,0
C.J. Uzomah,CIN,ESPN.com,TE,0,0,0,0,0,35.5,0.3,0,0,0
Andy Jones,DET,ESPN.com,WR,0,0,0,0,0,41,0.3,0,0,0
Jordan Thomas,HOU,ESPN.com,TE,0,0,0,0,0,35.8,0.4,0,0,0
Jarius Wright,CAR,ESPN.com,WR,0,0,0,0,0,44.3,0.2,0,0,0
Josh Adams,PHI,ESPN.com,RB,0,0,0,35.3,0.2,16.7,0.1,0,0,0
Trevor Davis,GB,ESPN.com,WR,0,0,0,23.7,0.1,19.9,0.2,0,0,0
Mack Brown,MIN,ESPN.com,RB,0,0,0,32.4,0.2,17,0.1,0,0,0
Marcell Ateman,OAK,ESPN.com,WR,0,0,0,0,0,39.3,0.3,0,0,0
Eric Tomlinson,NYJ,ESPN.com,TE,0,0,0,0,0,36.7,0.2,0,0,0
Trey Quinn,WSH,ESPN.com,WR,0,0,0,0,0,39.6,0.2,0,0,0
Phillip Dorsett,NE,ESPN.com,WR,0,0,0,0,0,42.7,0.2,0,0,0
Travis Rudolph,NYG,ESPN.com,WR,0,0,0,0,0,39.3,0.2,0,0,0
James O'Shaughnessy,JAX,ESPN.com,TE,0,0,0,0,0,36.3,0.2,0,0,0
Jordan Lasley,BAL,ESPN.com,WR,0,0,0,0,0,40.1,0.2,0,0,0
Jay Prosch,HOU,ESPN.com,RB,0,0,0,0,0,30.6,0.2,0,0,0
Darrius Heyward-Bey,PIT,ESPN.com,WR,0,0,0,27.3,0.1,21.2,0.2,0,0,0
Ray-Ray McCloud,BUF,ESPN.com,WR,0,0,0,12.4,0.1,18.5,0.1,0,0,0
Damion Ratley,CLE,ESPN.com,WR,0,0,0,0,0,36.3,0.2,0,0,0
Derek Watt,LAC,ESPN.com,RB,0,0,0,20.2,0.2,17.1,0.1,0,0,0
Noah Brown,DAL,ESPN.com,WR,0,0,0,0,0,36.4,0.2,0,0,0
Cedrick Wilson,DAL,ESPN.com,WR,0,0,0,0,0,36.4,0.2,0,0,0
Jacoby Brissett,IND,ESPN.com,QB,122.7,0.9,0.5,2.5,0,0,0,0,0,0
Roosevelt Nix,PIT,ESPN.com,RB,0,0,0,13.2,0.3,17.2,0.1,0,0,0
Michael Campanaro,TEN,ESPN.com,WR,0,0,0,0,0,19.3,0.1,0,0,0
Alex Erickson,CIN,ESPN.com,WR,0,0,0,11.5,0,22.7,0.1,0,0,0
Davis Webb,NYG,ESPN.com,QB,128,0.8,0.5,2.4,0,0,0,0,0,0
Mason Rudolph,PIT,ESPN.com,QB,120,0.8,0.5,2.4,0,0,0,0,0,0
Akrum Wadley,TEN,ESPN.com,RB,0,0,0,24.8,0.1,15.3,0.1,0,0,0
Jacob Hollister,NE,ESPN.com,TE,0,0,0,0,0,24.7,0.2,0,0,0
Elijhaa Penny,ARI,ESPN.com,RB,0,0,0,23.3,0.2,10.3,0.1,0,0,0
Jace Amaro,KC,ESPN.com,TE,0,0,0,0,0,25.5,0.2,0,0,0
Dwayne Harris,OAK,ESPN.com,WR,0,0,0,0,0,20.6,0.1,0,0,0
Alan Cross,TB,ESPN.com,TE,0,0,0,0,0,23.2,0.2,0,0,0
C.J. Ham,MIN,ESPN.com,RB,0,0,0,6.8,0.1,17,0.1,0,0,0
Braxton Berrios,NE,ESPN.com,WR,0,0,0,0,0,21.2,0.1,0,0,0
Bo Scarbrough,DAL,ESPN.com,RB,0,0,0,34.1,0.3,0,0,0,0,0
Darrell Daniels,IND,ESPN.com,TE,0,0,0,0,0,20.5,0.2,0,0,0
Cameron Artis-Payne,CAR,ESPN.com,RB,0,0,0,36.7,0.2,0,0,0,0,0
Xavier Grimble,PIT,ESPN.com,TE,0,0,0,0,0,18.8,0.2,0,0,0
James Wright,IND,ESPN.com,WR,0,0,0,0,0,21.4,0.1,0,0,0
Maurice Harris,WSH,ESPN.com,WR,0,0,0,0,0,19.8,0.1,0,0,0
Darren Fells,CLE,ESPN.com,TE,0,0,0,0,0,19.2,0.2,0,0,0
Tommylee Lewis,NO,ESPN.com,WR,0,0,0,25.9,0.2,0,0,0,0,0
Jeremy Sprinkle,WSH,ESPN.com,TE,0,0,0,0,0,19,0.2,0,0,0
Temarrick Hemingway,LAR,ESPN.com,TE,0,0,0,0,0,18,0.2,0,0,0
Markus Wheaton,PHI,ESPN.com,WR,0,0,0,0,0,21.9,0.1,0,0,0
Stacy Coley,MIN,ESPN.com,WR,0,0,0,0,0,20.7,0.1,0,0,0
Justin Watson,TB,ESPN.com,WR,0,0,0,0,0,20.2,0.1,0,0,0
Ben Koyack,JAX,ESPN.com,TE,0,0,0,0,0,17.8,0.1,0,0,0
Chris Manhertz,CAR,ESPN.com,TE,0,0,0,0,0,18,0.1,0,0,0
Michael Thomas,LAR,ESPN.com,WR,0,0,0,0,0,18.8,0.1,0,0,0
Troy Niklas,NE,ESPN.com,TE,0,0,0,0,0,16.5,0.2,0,0,0
Ryan Hewitt,CIN,ESPN.com,RB,0,0,0,0,0,18.1,0.1,0,0,0
Luke Stocker,TEN,ESPN.com,TE,0,0,0,0,0,15.9,0.1,0,0,0
Tre Madden,SEA,ESPN.com,RB,0,0,0,0,0,14.9,0.1,0,0,0
Danny Vitale,CLE,ESPN.com,RB,0,0,0,0,0,14.9,0.1,0,0,0
Jehu Chesson,KC,ESPN.com,WR,0,0,0,0,0,18,0.1,0,0,0
Damiere Byrd,CAR,ESPN.com,WR,0,0,0,27.4,0.1,0,0,0,0,0
Antony Auclair,TB,ESPN.com,TE,0,0,0,0,0,15.5,0.1,0,0,0
Devante Mays,GB,ESPN.com,RB,0,0,0,18.6,0.1,3.9,0,0,0,0
Andre Roberts,NYJ,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Derrick Coleman,ARI,ESPN.com,RB,0,0,0,6.3,0.1,6.9,0,0,0,0
Charcandrick West,KC,ESPN.com,RB,0,0,0,14.1,0.1,0,0,0,0,0
Taiwan Jones,BUF,ESPN.com,RB,0,0,0,16.4,0.1,0,0,0,0,0
Trenton Cannon,NYJ,ESPN.com,RB,0,0,0,15.6,0.1,0,0,0,0,0
Rob Kelley,WSH,ESPN.com,RB,0,0,0,14.7,0.1,0,0,0,0,0
Jordan Taylor,DEN,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Kalif Raymond,NYG,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Brett Hundley,GB,ESPN.com,QB,19.4,0.2,0.1,0.4,0,0,0,0,0,0
Brian Hoyer,NE,ESPN.com,QB,20.3,0.2,0.1,0.4,0,0,0,0,0,0
Nick Foles,PHI,ESPN.com,QB,20.4,0.2,0.1,0.4,0,0,0,0,0,0
David Fluellen,TEN,ESPN.com,RB,0,0,0,8,0.1,0,0,0,0,0
Austin Davis,SEA,ESPN.com,QB,18.8,0.1,0.1,0.4,0,0,0,0,0,0
Brandon Weeden,HOU,ESPN.com,QB,18.3,0.1,0.1,0.4,0,0,0,0,0,0
Matt Cassel,DET,ESPN.com,QB,19.6,0.1,0.1,0.4,0,0,0,0,0,0
Chad Henne,KC,ESPN.com,QB,20.5,0.1,0.1,0.4,0,0,0,0,0,0
Trevor Siemian,MIN,ESPN.com,QB,19.3,0.1,0.1,0.4,0,0,0,0,0,0
Sean Mannion,LAR,ESPN.com,QB,19.2,0.1,0.1,0.4,0,0,0,0,0,0
Geno Smith,LAC,ESPN.com,QB,18.3,0.1,0.1,0.4,0,0,0,0,0,0
Chase Daniel,CHI,ESPN.com,QB,20.2,0.1,0.1,0.4,0,0,0,0,0,0
Matt Barkley,CIN,ESPN.com,QB,19.7,0.1,0.1,0.4,0,0,0,0,0,0
EJ Manuel,OAK,ESPN.com,QB,19.6,0.1,0.1,0.4,0,0,0,0,0,0
C.J. Beathard,SF,ESPN.com,QB,19.5,0.1,0.1,0.4,0,0,0,0,0,0
Colt McCoy,WSH,ESPN.com,QB,19.6,0.1,0.1,0.4,0,0,0,0,0,0
Matt Schaub,ATL,ESPN.com,QB,19,0.1,0.1,0.4,0,0,0,0,0,0
Blaine Gabbert,TEN,ESPN.com,QB,18.3,0.1,0.1,0.4,0,0,0,0,0,0
Paxton Lynch,DEN,ESPN.com,QB,19.7,0.1,0.1,0.4,0,0,0,0,0,0
Tom Savage,NO,ESPN.com,QB,18.2,0.1,0.1,0.4,0,0,0,0,0,0
Brock Osweiler,MIA,ESPN.com,QB,19.2,0.1,0.1,0.4,0,0,0,0,0,0
Cody Kessler,JAX,ESPN.com,QB,18.3,0.1,0.1,0.4,0,0,0,0,0,0
Mike White,DAL,ESPN.com,QB,18.3,0.1,0.1,0.4,0,0,0,0,0,0
Fitzgerald Toussaint,PIT,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Tim Wright,KC,ESPN.com,TE,0,0,0,0,0,3.4,0,0,0,0
Kaelin Clay,BUF,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Byron Marshall,WSH,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Lucky Whitehead,NYJ,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Victor Bolden Jr.,SF,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Ryan Griffin,TB,ESPN.com,QB,4.1,0,0,0.1,0,0,0,0,0,0
Isaiah McKenzie,DEN,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Wendell Smallwood,PHI,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Matthew Dayes,CLE,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Josh Ferguson,IND,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Shaun Hill,MIN,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Carson Palmer,ARI,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Anquan Boldin,BUF,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Jason Witten,DAL,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Antonio Gates,LAC,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Derek Anderson,FA,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
John Kuhn,NO,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Jay Cutler,FA,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
DeAngelo Williams,PIT,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Kellen Clemens,LAC,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Anthony Fasano,MIA,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Devin Hester,SEA,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Charlie Whitehurst,CLE,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Calvin Johnson,DET,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Adrian Peterson,FA,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Drew Stanton,CLE,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Brent Celek,PHI,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Eric Weems,TEN,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Matt Moore,FA,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Darren McFadden,DAL,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Chris Johnson,ARI,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Eddie Royal,CHI,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Matt Forte,NYJ,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Martellus Bennett,NE,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Jamaal Charles,FA,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Harry Douglas,TEN,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Gary Barnidge,CLE,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Jerome Felton,BUF,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Tim Hightower,SF,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Matthew Slater,NE,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Kellen Davis,NYJ,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Josh Johnson,OAK,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Justin Forsett,DEN,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Mike Tolbert,BUF,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Matthew Mulligan,DET,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Marcel Reece,SEA,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Danny Woodhead,BAL,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Josh Freeman,IND,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Mark Sanchez,FA,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Rashad Jennings,NYG,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
David Johnson,PIT,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Cedric Peerman,CIN,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Chase Coffman,IND,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
John Phillips,NO,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Percy Harvin*,BUF,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Jeremy Maclin,FA,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Louis Murphy,SF,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Jordan Norwood,DEN,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Brandon Tate,BUF,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Zach Miller*,CHI,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Brandon Myers,TB,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Antone Smith,TB,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
C.J. Spiller,KC,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Ryan Mathews,PHI,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Dexter McCluster,LAC,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
James Starks,GB,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Dez Bryant,FA,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Arrelious Benn,JAX,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Dennis Pitta*,BAL,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Eric Decker,FA,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Jim Dray,ARI,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Clay Harbor,NO,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Marc Mariani,TEN,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Andrew Quarless,DET,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Joe Webb,HOU,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Joique Bell,DET,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Victor Cruz,CHI,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Jeff Cumberland,LAC,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Marlon Moore*,CLE,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Bryan Walters,JAX,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Andrew Hawkins,CLE,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Colin Kaepernick,FA,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
DeMarco Murray,FA,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Rob Housler,NE,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Shane Vereen,FA,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Stevan Ridley,PIT,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Ryan Mallett,FA,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Bruce Miller,SF,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Greg Salas,BUF,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
T.J. Yates,FA,ESPN.com,QB,0,0,0,0,0,0,0,0,0,0
Aldrick Robinson,SF,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Cecil Shorts III,TB,ESPN.com,WR,0,0,0,0,0,0,0,0,0,0
Jordan Todman,HOU,ESPN.com,RB,0,0,0,0,0,0,0,0,0,0
Jordan Cameron,MIA,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
Julius Thomas,MIA,ESPN.com,TE,0,0,0,0,0,0,0,0,0,0
